
PST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees<br />
2001-2-2,55,49,43,49,45,41,97,84,67,30.44,30.39,30.35,9,6,3,6,3,,0.00,3,,110<br />
2001-2-3,62,54,46,53,48,42,97,83,62,30.39,30.32,30.25,10,8,5,9,2,,0.00,2,,24<br />
2001-2-4,71,60,50,55,52,46,100,82,57,30.30,30.24,30.18,10,10,8,13,2,,0.00,0,,303<br />
2001-2-5,62,55,48,55,51,48,100,94,70,30.19,30.11,30.03,10,7,2,25,7,16,0.00,2,,272<br />
2001-2-6,52,49,46,47,38,33,89,67,57,30.03,29.97,29.91,10,10,9,41,26,50,0.00,2,,276<br />
2001-2-7,54,48,42,34,29,24,67,48,34,30.01,29.95,29.91,10,10,10,18,11,,0.00,1,,308<br />
2001-2-8,54,48,42,45,33,14,86,57,28,30.07,30.04,30.00,10,10,10,20,9,,0.00,4,Rain,245<br />
2001-2-9,51,48,44,48,45,39,100,88,74,30.04,29.93,29.86,10,8,3,22,12,29,0.62,7,Rain,174<br />
2001-2-10,52,48,44,46,43,41,93,87,71,29.88,29.86,29.84,10,9,6,16,10,20,0.55,6,Rain,182<br />
2001-2-11,51,46,42,45,41,38,97,82,63,29.87,29.83,29.77,10,9,4,16,11,25,0.57,6,Rain,183<br />
2001-2-12,51,45,39,43,41,38,100,90,68,29.90,29.87,29.83,10,9,4,15,7,24,0.41,7,Rain,79<br />
2001-2-13,55,47,39,48,38,32,89,65,42,29.88,29.73,29.65,10,10,10,17,7,,0.00,5,,350<br />
2001-2-14,54,48,42,47,45,41,96,85,72,30.14,30.05,29.91,10,10,10,10,6,,0.00,2,,162<br />
2001-2-15,54,48,42,48,45,42,100,88,66,30.18,30.15,30.12,10,9,7,12,4,,0.00,5,,142<br />
2001-2-16,59,52,46,47,44,41,93,76,55,30.18,30.13,30.09,10,10,10,16,8,23,0.00,5,,120<br />
2001-2-17,59,54,50,54,49,40,100,85,61,30.09,30.03,29.99,10,7,2,20,9,29,0.81,7,Rain,132<br />
2001-2-18,55,52,50,53,50,47,100,94,80,30.08,30.03,29.89,10,8,2,15,5,,0.07,7,Rain,94<br />
2001-2-19,57,52,48,50,48,46,100,86,67,29.99,29.90,29.83,10,8,2,24,14,32,0.86,8,Rain,145<br />
2001-2-20,57,54,50,50,48,46,96,82,67,30.19,30.12,30.01,10,10,5,23,16,32,0.16,8,Rain,152<br />
2001-2-21,57,54,50,52,48,44,100,84,62,30.24,30.17,30.11,10,9,3,17,10,21,0.16,6,Rain,162<br />
2001-2-22,53,50,46,47,44,40,97,80,63,30.10,29.96,29.77,10,9,4,21,13,24,0.73,6,Rain,191<br />
2001-2-23,53,48,44,44,42,40,93,80,66,29.94,29.89,29.76,10,10,9,28,11,31,0.06,7,Rain,334<br />
2001-2-24,55,50,44,52,47,42,100,88,72,29.87,29.77,29.66,10,8,2,20,13,23,0.70,7,Rain,157<br />
2001-2-25,55,52,48,49,47,45,93,83,72,30.01,29.97,29.89,10,9,3,16,10,18,0.41,6,Rain,120<br />
2001-2-26,57,51,45,50,46,42,97,84,56,30.00,29.97,29.94,10,10,9,10,4,21,0.01,5,,296<br />
2001-2-27,64,54,43,47,41,33,89,64,32,30.03,29.96,29.88,10,10,10,16,5,,0.00,1,,265<br />
2001-2-28,61,54,48,48,40,31,89,60,36,30.05,29.95,29.88,10,10,10,18,10,,0.00,2,,333<br />
2001-3-1,55,49,43,48,44,39,96,80,53,30.11,30.07,30.02,10,10,8,12,5,,0.04,5,Rain,51<br />
2001-3-2,55,50,46,52,46,42,100,87,67,30.03,29.95,29.91,10,9,3,24,9,32,0.12,5,Rain,195<br />
2001-3-3,55,48,42,50,45,41,100,88,69,29.96,29.87,29.77,10,9,4,13,4,,0.26,6,Rain,104<br />
2001-3-4,59,54,50,54,50,46,100,91,75,29.81,29.67,29.57,10,8,2,25,15,39,0.37,7,Rain,137<br />
2001-3-5,60,54,48,53,51,48,100,91,72,29.88,29.84,29.79,10,9,2,17,4,,0.10,7,Rain,19<br />
2001-3-6,64,58,52,53,50,48,97,78,62,30.07,29.97,29.85,10,10,10,16,8,,0.01,5,Rain,279<br />
2001-3-7,59,54,50,53,49,47,96,85,78,30.21,30.12,30.06,10,10,8,23,11,29,0.00,3,,254<br />
2001-3-8,55,52,50,49,47,43,89,82,71,30.22,30.17,30.09,10,10,9,31,13,36,0.00,6,,243<br />
2001-3-9,57,52,46,46,44,43,93,77,59,30.08,29.99,29.89,10,10,7,28,11,36,0.00,5,,255<br />
2001-3-10,59,52,46,47,43,38,86,72,53,29.94,29.91,29.88,10,10,9,17,9,,0.00,1,,263<br />
2001-3-11,61,53,45,51,46,42,93,84,67,30.01,29.96,29.91,10,9,7,15,4,,0.00,3,,277<br />
2001-3-12,64,54,45,51,48,41,97,82,50,30.20,30.11,29.99,10,9,5,18,6,,0.00,1,,276<br />
2001-3-13,59,52,46,50,48,45,97,87,69,30.21,30.17,30.12,10,9,7,21,8,,0.00,3,,267<br />
2001-3-14,61,54,46,51,48,45,100,89,67,30.21,30.17,30.14,10,7,0,26,6,31,0.01,4,Fog,232<br />
2001-3-15,55,52,48,48,48,46,94,86,75,30.16,30.12,30.08,10,9,7,28,13,34,0.00,5,,253<br />
2001-3-16,59,54,50,48,46,44,93,78,62,30.10,30.06,30.01,10,10,10,22,16,26,0.00,3,,260<br />
2001-3-17,62,55,48,54,49,44,100,84,65,30.15,30.11,30.07,10,10,9,23,12,30,0.00,3,,265<br />
2001-3-18,68,58,48,57,52,48,100,95,63,30.19,30.15,30.11,10,6,0,24,5,,0.00,3,Fog,296<br />
2001-3-19,75,62,50,57,54,47,97,81,50,30.11,30.05,29.98,10,10,9,16,3,,0.00,3,,307<br />
2001-3-20,72,64,55,60,56,53,93,83,57,30.03,29.98,29.94,10,9,6,12,3,,0.00,4,,315<br />
2001-3-21,62,57,52,55,52,49,100,90,75,30.07,30.04,30.00,10,7,4,15,7,,0.01,6,,283<br />
2001-3-22,63,58,53,50,49,48,86,76,63,30.10,30.07,30.03,10,10,10,13,7,16,0.00,5,,210<br />
2001-3-23,60,56,53,52,50,48,89,79,72,30.11,30.06,30.01,10,10,10,17,9,,0.00,6,,217<br />
2001-3-24,68,60,53,60,54,47,100,84,64,30.08,30.02,29.99,10,9,6,28,8,33,0.03,7,Rain,171<br />
2001-3-25,63,58,52,56,50,44,100,81,52,30.19,30.15,30.08,10,9,3,22,10,16,0.05,4,Rain,251<br />
2001-3-26,62,55,48,49,47,45,90,76,59,30.21,30.17,30.13,10,10,8,23,13,28,0.00,4,,264<br />
2001-3-27,63,54,46,52,47,44,93,76,57,30.19,30.16,30.13,10,10,8,29,13,34,0.00,4,,261<br />
2001-3-28,60,56,51,52,51,46,96,86,74,30.19,30.12,30.03,10,10,10,30,20,38,0.00,4,,262<br />
2001-3-29,59,54,50,51,49,48,96,87,72,30.07,29.99,29.91,10,10,9,26,20,32,0.00,3,,269<br />
2001-3-30,72,60,48,56,50,47,93,72,48,30.02,29.98,29.96,10,10,8,20,7,,0.00,1,,276<br />
2001-3-31,66,58,50,52,50,47,96,78,57,30.04,29.98,29.94,10,10,8,29,12,33,0.00,2,,269<br />
2001-4-1,57,52,48,49,46,38,96,80,64,29.95,29.90,29.84,10,10,5,40,20,48,0.00,4,,248<br />
2001-4-2,57,50,46,39,37,34,73,62,47,30.03,29.99,29.94,10,10,10,30,21,36,0.00,2,,274<br />
2001-4-3,55,48,42,39,35,30,76,62,48,30.08,30.05,30.00,10,10,10,26,15,32,0.00,1,,268<br />
2001-4-4,60,50,44,44,39,30,86,66,35,30.06,30.03,29.98,10,10,7,23,9,,0.00,3,,259<br />
2001-4-5,61,54,46,47,44,40,89,74,58,30.05,30.02,29.98,10,10,10,29,10,33,0.00,2,,241<br />
2001-4-6,55,51,48,52,47,43,94,87,76,30.03,29.93,29.85,10,8,3,18,10,20,0.19,8,Rain,188<br />
2001-4-7,55,50,46,45,40,36,93,73,51,30.11,29.94,29.82,10,10,9,38,15,44,0.11,5,Rain,264<br />
2001-4-8,55,50,45,43,39,35,87,69,50,30.16,30.12,30.08,10,10,5,23,13,32,0.10,5,Rain,235<br />
2001-4-9,57,50,44,45,42,38,93,76,49,30.07,30.02,29.96,10,9,3,25,8,29,0.41,5,Rain,283<br />
2001-4-10,57,52,48,47,44,40,93,75,62,30.07,30.02,29.97,10,10,9,33,20,41,0.01,3,Rain,259<br />
2001-4-11,57,52,48,50,47,42,96,83,66,30.10,30.05,30.01,10,9,4,33,18,40,0.00,6,,249<br />
2001-4-12,61,52,43,47,44,40,93,78,53,30.24,30.19,30.10,10,10,8,24,7,28,0.00,2,,258<br />
2001-4-13,55,50,46,45,41,39,86,71,57,30.25,30.21,30.15,10,10,10,31,18,36,0.00,4,,257<br />
2001-4-14,57,51,45,43,42,40,90,74,57,30.17,30.14,30.10,10,10,10,25,10,25,0.00,2,,246<br />
2001-4-15,59,50,42,44,41,39,89,71,51,30.17,30.14,30.10,10,10,10,22,7,,0.00,2,,240<br />
2001-4-16,64,55,46,49,44,41,83,66,48,30.16,30.11,30.09,10,10,9,23,5,22,0.00,3,,168<br />
2001-4-17,70,61,53,55,51,47,94,77,49,30.21,30.16,30.10,10,10,7,18,7,,0.00,5,,278<br />
2001-4-18,64,57,50,51,47,43,94,79,48,30.09,30.03,30.00,10,10,3,23,9,24,0.04,5,Rain,257<br />
2001-4-19,57,54,50,48,46,43,94,78,58,30.04,30.02,29.98,10,10,7,20,11,,0.01,6,Rain,245<br />
2001-4-20,57,52,46,51,45,39,96,85,74,29.99,29.89,29.81,10,6,1,25,9,32,0.69,7,Rain,190<br />
2001-4-21,60,52,43,49,44,39,89,76,58,30.18,30.06,29.91,10,9,8,26,10,31,0.00,2,,260<br />
2001-4-22,59,54,50,49,47,45,89,80,69,30.32,30.28,30.20,10,9,8,23,12,25,0.00,4,,243<br />
2001-4-23,69,57,48,53,47,45,90,76,52,30.31,30.24,30.14,10,10,9,22,11,,0.00,1,,268<br />
2001-4-24,75,62,50,58,52,47,97,79,50,30.16,30.09,30.01,10,10,8,21,9,26,0.00,0,,285<br />
2001-4-25,69,57,48,54,51,48,100,90,63,30.03,30.00,29.94,10,10,7,21,13,26,0.00,2,,283<br />
2001-4-26,57,52,48,52,50,47,100,95,84,30.05,30.02,30.00,10,9,6,23,13,28,0.00,6,,268<br />
2001-4-27,59,52,48,54,51,46,100,91,78,30.08,30.04,30.00,10,10,7,25,14,26,0.00,7,,250<br />
2001-4-28,61,56,50,53,48,42,100,79,55,30.11,30.08,30.06,10,10,10,32,15,39,0.00,6,,262<br />
2001-4-29,63,55,48,49,46,44,89,74,55,30.17,30.14,30.09,10,10,10,29,15,38,0.00,2,,264<br />
2001-4-30,62,56,50,53,51,49,100,90,75,30.21,30.16,30.12,10,10,7,26,16,33,0.00,3,,266<br />
2001-5-1,64,57,50,52,50,47,97,81,54,30.16,30.10,30.00,10,9,6,29,18,34,0.00,2,,262<br />
2001-5-2,73,63,53,45,40,34,72,41,29,30.05,30.00,29.95,10,10,8,25,17,32,0.00,0,,320<br />
2001-5-3,78,68,61,48,41,29,62,42,20,30.08,30.04,30.01,10,10,10,20,13,,0.00,0,,335<br />
2001-5-4,77,64,52,57,49,42,97,69,39,30.09,30.05,30.03,10,10,8,20,7,,0.00,1,,286<br />
2001-5-5,72,61,52,55,48,45,86,69,48,30.04,30.00,29.95,10,9,7,22,11,28,0.00,1,,282<br />
2001-5-6,79,64,50,59,49,43,89,68,34,30.02,29.99,29.97,10,9,7,20,8,,0.00,0,,285<br />
2001-5-7,87,70,55,61,53,47,84,64,30,30.06,30.03,30.00,10,10,8,22,7,,0.00,0,,288<br />
2001-5-8,86,70,55,61,55,50,87,74,36,30.03,29.97,29.89,10,10,8,20,9,,0.00,0,,294<br />
2001-5-9,68,59,52,53,50,47,89,75,56,29.92,29.90,29.87,9,8,7,30,13,38,0.00,0,,274<br />
2001-5-10,75,63,51,58,52,47,93,76,45,29.90,29.86,29.82,10,8,6,21,8,,0.00,1,,287<br />
2001-5-11,71,62,54,58,53,50,93,82,57,29.92,29.90,29.87,10,8,5,17,10,,0.01,3,,301<br />
2001-5-12,64,58,53,51,50,47,90,77,63,30.01,29.95,29.89,10,10,9,22,10,23,0.00,6,,215<br />
2001-5-13,61,56,51,49,48,46,88,76,62,30.13,30.07,30.00,10,10,10,22,13,30,0.00,5,,234<br />
2001-5-14,64,58,53,52,49,47,83,75,56,30.16,30.13,30.10,10,10,7,23,12,31,0.00,5,,248<br />
2001-5-15,71,62,55,58,55,51,97,83,54,30.14,30.12,30.11,10,10,9,22,11,,0.00,5,,271<br />
2001-5-16,68,60,53,55,52,47,100,82,59,30.13,30.04,29.93,10,9,5,25,15,28,0.00,4,,264<br />
2001-5-17,69,60,51,53,50,47,92,76,57,29.96,29.93,29.89,10,8,7,25,13,31,0.00,1,,267<br />
2001-5-18,71,60,51,53,49,46,86,72,53,29.92,29.88,29.83,10,9,7,25,13,31,0.00,0,,282<br />
2001-5-19,73,62,53,57,53,49,90,77,53,29.97,29.93,29.89,10,8,7,20,10,23,0.00,1,,294<br />
2001-5-20,77,65,53,59,54,52,96,83,48,29.97,29.93,29.86,10,8,4,24,9,28,0.00,2,,286<br />
2001-5-21,75,64,52,60,54,51,97,81,51,29.94,29.88,29.85,10,9,8,21,10,25,0.00,2,,280<br />
2001-5-22,70,60,53,57,54,53,100,88,63,30.01,29.98,29.93,10,8,4,24,10,21,0.00,3,,293<br />
2001-5-23,69,58,51,54,52,51,100,86,63,30.01,29.99,29.96,10,10,8,25,13,33,0.00,1,,286<br />
2001-5-24,66,58,51,53,51,50,97,81,60,30.03,30.01,29.97,10,9,7,28,13,32,0.00,1,,285<br />
2001-5-25,63,56,51,52,51,49,100,89,68,30.02,29.99,29.95,10,10,2,23,17,26,0.00,4,,282<br />
2001-5-26,61,56,51,52,51,50,100,87,72,30.00,29.96,29.92,10,10,8,23,14,26,0.00,7,Fog,257<br />
2001-5-27,62,56,51,51,49,47,97,81,64,29.93,29.91,29.89,10,10,8,24,13,28,0.00,6,,248<br />
2001-5-28,62,57,52,51,49,48,89,78,64,29.99,29.95,29.89,10,10,9,30,22,38,0.00,3,,251<br />
2001-5-29,73,62,51,53,49,46,86,68,47,30.02,29.98,29.93,10,10,5,28,11,28,0.00,0,,280<br />
2001-5-30,95,74,55,60,51,44,79,50,26,29.98,29.93,29.88,10,10,9,21,4,,0.00,1,,268<br />
2001-5-31,91,77,64,65,56,51,73,56,29,29.90,29.87,29.83,10,9,7,20,7,24,0.00,0,,295<br />
2001-6-1,66,60,54,57,54,49,93,81,70,29.94,29.89,29.82,10,10,7,25,13,30,0.00,4,,263<br />
2001-6-2,62,56,52,49,47,45,86,72,57,29.95,29.91,29.87,10,10,8,30,20,38,0.00,3,,248<br />
2001-6-3,66,58,51,47,46,44,83,68,48,29.92,29.88,29.84,10,10,8,26,15,32,0.00,0,,261<br />
2001-6-4,64,57,50,51,48,46,89,73,58,29.96,29.87,29.83,10,9,7,26,12,37,0.00,1,,265<br />
2001-6-5,71,60,51,53,49,46,88,71,49,30.08,30.02,29.95,10,10,9,29,19,36,0.00,3,,256<br />
2001-6-6,73,62,52,55,49,45,86,64,38,30.09,30.06,30.01,10,10,10,24,12,28,0.00,0,,281<br />
2001-6-7,82,68,55,61,51,47,78,61,35,30.04,29.98,29.93,10,10,6,24,11,28,0.00,0,,282<br />
2001-6-8,64,58,53,54,52,50,94,79,63,30.03,29.98,29.93,10,10,8,30,18,37,0.00,1,,276<br />
2001-6-9,64,58,53,54,51,49,100,82,67,30.04,30.03,30.01,10,10,9,26,15,30,0.00,4,,257<br />
2001-6-10,63,58,53,52,49,48,96,78,60,30.07,30.04,30.02,10,10,10,29,17,33,0.00,4,,251<br />
2001-6-11,64,58,53,54,51,46,100,84,56,30.09,30.06,30.03,10,8,2,38,23,46,0.00,6,,252<br />
2001-6-12,66,58,53,54,50,45,100,80,56,30.04,29.99,29.93,10,9,3,30,20,38,0.00,4,,260<br />
2001-6-13,77,63,51,51,46,43,80,58,31,29.94,29.91,29.85,10,10,9,28,12,32,0.00,0,,267<br />
2001-6-14,84,69,54,59,50,46,83,64,34,29.94,29.91,29.87,10,10,8,23,9,25,0.00,0,,289<br />
2001-6-15,71,62,53,52,49,47,83,70,53,29.95,29.93,29.91,10,10,8,24,14,30,0.00,0,,286<br />
2001-6-16,80,66,52,58,51,48,89,68,40,29.97,29.94,29.91,10,9,7,22,10,,0.00,1,,294<br />
2001-6-17,73,63,53,53,49,45,86,64,43,30.00,29.97,29.95,10,9,7,24,12,28,0.00,3,,284<br />
2001-6-18,82,66,54,57,50,46,75,61,37,29.97,29.93,29.88,10,10,8,20,12,,0.00,1,,289<br />
2001-6-19,82,69,57,57,49,46,70,57,30,29.92,29.89,29.87,10,10,6,22,10,26,0.00,1,,282<br />
2001-6-20,87,71,57,60,50,45,72,55,25,29.97,29.92,29.88,10,10,8,18,8,,0.00,0,,289<br />
2001-6-21,82,68,55,60,53,50,87,67,40,30.01,29.98,29.94,10,9,7,21,11,26,0.00,0,,292<br />
2001-6-22,70,62,55,56,52,50,89,76,58,29.99,29.96,29.95,10,9,7,28,12,24,0.00,1,,278<br />
2001-6-23,64,58,53,51,50,49,86,75,60,30.04,30.00,29.96,10,10,9,25,11,28,0.00,4,,247<br />
2001-6-24,64,58,53,51,50,47,86,73,56,30.10,30.05,30.00,10,10,10,29,15,36,0.00,4,,244<br />
2001-6-25,66,60,55,53,51,48,88,77,52,30.05,30.02,29.98,10,9,4,21,16,25,0.10,6,Rain,258<br />
2001-6-26,73,63,55,57,51,46,88,69,45,30.00,29.96,29.94,10,10,10,23,7,25,0.00,5,,174<br />
2001-6-27,72,66,62,58,56,53,86,72,63,30.13,30.07,29.99,10,10,10,23,14,30,0.00,7,,171<br />
2001-6-28,68,62,55,57,55,53,97,82,63,30.18,30.14,30.09,10,10,7,24,10,31,0.00,4,,268<br />
2001-6-29,73,63,53,56,53,52,100,78,51,30.09,30.03,29.95,10,10,3,28,13,33,0.00,3,,279<br />
2001-6-30,68,60,55,52,51,49,89,72,56,29.98,29.96,29.94,10,10,8,23,14,29,0.00,3,,272<br />
2001-7-1,73,63,54,52,51,49,90,69,48,30.00,29.96,29.91,10,9,7,22,12,,0.00,0,,280<br />
2001-7-2,82,68,55,60,53,50,83,66,39,29.93,29.87,29.80,10,9,7,25,10,30,0.00,2,,286<br />
2001-7-3,87,72,59,61,56,52,83,65,38,29.86,29.82,29.79,10,10,8,17,9,,0.00,3,,286<br />
2001-7-4,69,62,57,56,54,54,89,79,63,29.94,29.91,29.85,10,8,5,23,14,28,0.00,4,,285<br />
2001-7-5,70,62,54,54,53,51,97,79,58,29.94,29.91,29.87,10,9,7,23,13,,0.00,3,,285<br />
2001-7-6,69,61,54,53,52,51,93,77,56,29.98,29.93,29.88,10,9,7,24,12,28,0.00,4,,281<br />
2001-7-7,69,60,53,54,53,51,93,81,61,30.06,30.01,29.97,10,9,6,23,14,29,0.00,4,,280<br />
2001-7-8,70,62,55,57,55,53,94,82,63,30.09,30.06,30.02,10,9,5,22,9,25,0.00,4,,290<br />
2001-7-9,68,62,57,56,55,53,90,78,65,30.07,30.04,30.00,10,10,8,22,10,24,0.00,3,,264<br />
2001-7-10,72,64,57,52,51,51,81,68,53,30.02,30.00,29.97,10,10,10,18,9,22,0.00,3,,224<br />
2001-7-11,68,62,57,54,51,50,83,70,54,30.07,30.03,30.00,10,10,10,23,10,29,0.00,4,,226<br />
2001-7-12,69,60,55,55,54,53,93,80,66,30.10,30.08,30.05,10,10,9,22,11,23,0.00,6,,253<br />
2001-7-13,66,60,55,56,54,52,96,82,66,30.09,30.05,30.00,10,9,7,22,10,26,0.00,5,,261<br />
2001-7-14,60,57,55,54,52,51,94,86,78,30.02,29.98,29.92,10,8,6,17,13,23,0.00,8,,236<br />
2001-7-15,66,60,55,52,51,50,84,75,57,29.90,29.87,29.85,10,9,7,22,11,28,0.00,6,,218<br />
2001-7-16,64,58,55,53,52,51,87,79,70,29.97,29.94,29.88,10,10,8,20,15,24,0.01,8,,240<br />
2001-7-17,71,62,54,57,52,50,88,76,59,30.01,29.99,29.94,10,10,9,21,9,26,0.00,2,,245<br />
2001-7-18,72,62,55,57,53,50,97,80,57,30.01,29.98,29.96,10,10,5,24,8,24,0.00,2,,264<br />
2001-7-19,63,58,55,54,54,53,93,85,75,30.00,29.98,29.95,10,10,6,30,14,26,0.00,7,,239<br />
2001-7-20,64,58,55,54,53,53,94,82,72,30.02,29.99,29.95,10,10,6,20,15,28,0.00,7,,235<br />
2001-7-21,64,60,55,54,53,52,90,81,63,30.05,30.01,29.97,10,10,9,23,12,28,0.00,5,,249<br />
2001-7-22,71,62,53,57,53,51,97,81,57,29.98,29.94,29.89,10,10,8,20,8,25,0.00,2,Fog,280<br />
2001-7-23,69,62,54,57,54,52,97,82,61,29.93,29.89,29.83,10,10,8,22,10,,0.00,3,Fog,292<br />
2001-7-24,75,64,55,61,56,54,97,80,59,29.86,29.84,29.80,10,10,9,10,7,,0.00,3,,336<br />
2001-7-25,73,65,57,59,56,54,90,79,59,29.90,29.87,29.84,10,10,5,13,6,,0.00,4,,252<br />
2001-7-26,72,63,55,58,55,54,93,80,61,29.93,29.90,29.87,10,10,10,18,7,,0.00,4,,288<br />
2001-7-27,69,61,54,55,54,53,97,83,63,29.98,29.95,29.92,10,10,5,23,10,28,0.00,4,,288<br />
2001-7-28,72,61,53,58,54,50,100,80,63,30.03,29.99,29.96,10,9,7,22,9,26,0.00,2,,285<br />
2001-7-29,71,64,57,54,52,52,87,74,53,30.03,30.00,29.97,10,9,7,24,12,31,0.00,2,,244<br />
2001-7-30,66,62,57,59,57,54,97,87,73,30.05,30.01,29.97,10,8,2,21,14,22,0.00,7,,246<br />
2001-7-31,72,63,55,58,55,52,93,83,63,29.97,29.95,29.91,10,9,5,22,8,,0.00,3,,273<br />
2001-8-1,75,65,55,55,54,52,90,79,48,30.08,30.04,29.96,10,10,7,20,8,26,0.00,3,,269<br />
2001-8-2,66,60,55,56,55,53,93,84,63,30.11,30.07,30.02,10,10,6,24,12,25,0.00,5,,260<br />
2001-8-3,66,60,55,59,57,54,97,87,73,30.06,30.01,29.97,10,9,7,21,12,29,0.00,6,,250<br />
2001-8-4,71,65,60,59,58,55,96,83,68,30.04,30.01,29.97,10,10,9,22,10,21,0.01,5,,252<br />
2001-8-5,71,64,57,59,57,55,93,79,63,30.09,30.06,30.01,10,10,10,26,12,28,0.00,1,,267<br />
2001-8-6,68,62,57,58,57,57,100,88,70,30.09,30.06,30.02,10,10,8,24,14,28,0.00,3,Fog,272<br />
2001-8-7,75,66,57,59,57,55,100,84,55,30.03,29.96,29.88,10,10,8,22,10,26,0.00,3,,288<br />
2001-8-8,70,64,57,58,56,55,94,83,65,29.92,29.89,29.86,10,9,7,25,11,29,0.00,1,,282<br />
